"DIRECTORIO","SECUENCIA_ENCUESTA","SECUENCIA_P","NRO_ENCUESTA","ORDEN","P6016","P6020","P6040","P6051","P5502","P6071","P6071S1","P6074","P767","P6076","P6076S1","P6076S2","P6077","P6096","P6081","P6081S1","P6087","P6083","P6083S1","P6088","P6080","P5667","LLAVEHOG","FEX_C","N_HIJOS","N_NIETOS"
"5023121","3","1","592","3","3","1","21","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50231211","47.8037009173008",NULL,NULL
"5023140","1","1","592","1","1","2","71","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50231401","38.4797235376033","1",NULL
"5023140","2","1","592","2","2","1","33","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50231401","38.4797235376033",NULL,NULL
"5023143","1","1","592","1","1","2","74","1","3",,,"2","6","2","15","15646","1","9","3",,"9","3",,"9","6",,"50231431","639.802348986382","1",NULL
"5023143","2","1","592","2","2","1","42","3","4",,,"1",,,,,,,"3",,"4","1","1",,"6",,"50231431","639.802348986382",NULL,NULL
"5023152","1","1","592","1","1","2","35","1","5",,,"1",,,,,,,"2",,"1","2",,"9","6",,"50231521","62.6813800497718","2",NULL
"5023152","2","1","592","2","2","1","9","3",,,,"1",,,,,,,"2",,"1","1","1",,"6",,"50231521","62.6813800497718",NULL,NULL
"5023152","3","1","592","3","3","1","7","3",,,,"1",,,,,,,"2",,"1","1","1",,"6",,"50231521","62.6813800497718",NULL,NULL
"5023172","1","1","592","1","1","2","64","1","3",,,"2","45","2","15","15244","1","8","3",,"1","3",,"9","6",,"50231721","1350.52558929041","1","1"
"5023172","2","1","592","2","2","1","32","3","5",,,"2","4","1",,,,,"3",,"3","1","1",,"5",,"50231721","1350.52558929041",NULL,NULL
"5023172","3","1","592","3","3","2","20","4","5",,,"1",,,,,,,"2",,"3","2",,"3","6",,"50231721","1350.52558929041",NULL,NULL
"5023231","1","1","592","1","1","2","64","1","3",,,"1",,,,,,,"3",,"10","3",,"2","6",,"50232311","816.121373512807","2","2"
"5023231","2","1","592","2","2","1","22","3","5",,,"1",,,,,,,"2",,"2","1","1",,"6",,"50232311","816.121373512807",NULL,NULL
"5023231","3","1","592","3","3","2","30","3","4",,,"1",,,,,,,"3",,"10","1","1",,"6",,"50232311","816.121373512807",NULL,NULL
"5023231","4","1","592","4","4","1","13","4","5",,,"1",,,,,,,"2",,"4","1","3",,"6",,"50232311","816.121373512807",NULL,NULL
"5023231","5","1","592","5","5","1","11","4","5",,,"1",,,,,,,"2",,"4","1","3",,"6",,"50232311","816.121373512807",NULL,NULL
"5023257","1","1","592","1","1","2","55","1","3",,,"1",,,,,,,"3",,"1","2",,"2","6",,"50232571","168.816331285338","2",NULL
"5023257","2","1","592","2","2","1","30","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50232571","168.816331285338",NULL,NULL
"5023257","3","1","592","3","3","1","28","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50232571","168.816331285338",NULL,NULL
"5023295","1","1","592","1","1","2","59","1","3",,,"2","3","2","19","19355","2","7","3",,"10","3",,"10","6",,"50232951","339.458364179134","1",NULL
"5023295","2","1","592","2","2","1","21","3","5",,,"2","3","2","19","19355","2","7","3",,"1","1","1",,"6",,"50232951","339.458364179134",NULL,NULL
"5023364","1","1","592","1","1","2","72","1","3",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50233641","351.327238270149","3",NULL
"5023364","2","1","592","2","2","1","49","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50233641","351.327238270149",NULL,NULL
"5023364","3","1","592","3","3","2","53","3","3",,,"2","2","2","54","54405","1","9","3",,"1","1","1",,"6",,"50233641","351.327238270149",NULL,NULL
"5023364","4","1","592","4","4","1","51","3","4",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50233641","351.327238270149",NULL,NULL
"5023377","1","1","592","1","1","2","50","1","5",,,"1",,,,,,,"3",,"10","3",,"10","6",,"50233771","441.642015098245","1",NULL
"5023377","2","1","592","2","2","1","18","3","5",,,"1",,,,,,,"2",,"10","1","1",,"6",,"50233771","441.642015098245",NULL,NULL
"5023412","1","1","592","1","1","2","59","1","5",,,"1",,,,,,,"3",,"10","2",,"10","5",,"50234121","1705.74233182879","2",NULL
"5023412","2","1","592","2","2","1","23","3","5",,,"1",,,,,,,"2",,"1","1","1",,"5",,"50234121","1705.74233182879",NULL,NULL
"5023412","3","1","592","3","3","1","21","3","5",,,"1",,,,,,,"2",,"1","1","1",,"5",,"50234121","1705.74233182879",NULL,NULL
"5023417","1","1","592","1","1","2","48","1","5",,,"1",,,,,,,"1","3",,"2",,"2","6",,"50234171","1945.79103201068","1",NULL
"5023417","2","1","592","2","2","1","24","3","5",,,"1",,,,,,,"3",,"10","1","1",,"6",,"50234171","1945.79103201068",NULL,NULL
"5023417","3","1","592","3","3","1","86","5","4",,,"1",,,,,,,"3",,"10","3",,"10","6",,"50234171","1945.79103201068",NULL,NULL
"5023457","1","1","592","1","1","2","49","1","5",,,"1",,,,,,,"3",,"9","2",,"9","6",,"50234571","44.7443719242912","1",NULL
"5023457","2","1","592","2","2","2","26","3","2","1","3","1",,,,,,,"3",,"2","1","1",,"6",,"50234571","44.7443719242912",NULL,NULL
"5023457","3","1","592","3","3","1","42","8","2","1","2","1",,,,,,,"2",,"10","2",,"10","6",,"50234571","44.7443719242912",NULL,NULL
"5023484","1","1","592","1","1","2","44","1","3",,,"1",,,,,,,"1","4",,"1","5",,"6",,"50234841","200.778068057835","2",NULL
"5023484","2","1","592","2","1","1","17","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50234841","200.778068057835",NULL,NULL
"5023484","3","1","592","3","1","1","9","3",,,,"1",,,,,,,"2",,"1","1","1",,"6",,"50234841","200.778068057835",NULL,NULL
"5023484","4","1","592","4","4","1","70","5","6","1","5","1",,,,,,,"3",,"1","3",,"9","6",,"50234841","200.778068057835",NULL,NULL
"5023484","5","1","592","5","5","2","62","5","6","1","4","1",,,,,,,"2",,"1","3",,"1","6",,"50234841","200.778068057835",NULL,NULL
"5023488","1","1","592","1","1","2","74","1","3",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50234881","176.482285807512","2",NULL
"5023488","2","1","592","2","2","2","53","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50234881","176.482285807512",NULL,NULL
"5023488","3","1","592","3","3","1","50","3","4",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50234881","176.482285807512",NULL,NULL
"5023493","1","1","592","1","1","2","66","1","3",,,"1",,,,,,,"2",,"1","3",,"1","6",,"50234931","132.90869265022","2",NULL
"5023493","2","1","592","2","2","1","37","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50234931","132.90869265022",NULL,NULL
"5023493","3","1","592","3","3","1","35","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50234931","132.90869265022",NULL,NULL
"5023495","1","1","592","1","1","2","83","1","3",,,"1",,,,,,,"2",,"1","3",,"1","6",,"50234951","54.573144510791","1",NULL
"5023495","2","1","592","2","2","1","55","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50234951","54.573144510791",NULL,NULL
"5023495","3","1","592","3","3","2","48","10","3",,,"1",,,,,,,"2",,"1","3",,"1","6",,"50234951","54.573144510791",NULL,NULL
"5023495","4","1","592","4","3","1","12","11","5",,,"1",,,,,,,"2",,"1","1","3",,"6",,"50234951","54.573144510791",NULL,NULL
"5023500","1","1","592","1","1","2","76","1","3",,,"1",,,,,,,"3",,"10","3",,"10","6",,"50235001","183.791498389215","1","1"
"5023500","2","1","592","2","2","2","45","3","4",,,"1",,,,,,,"3",,"2","1","1",,"6",,"50235001","183.791498389215",NULL,NULL
"5023500","3","1","592","3","2","1","5","4",,,,"1",,,,,,,"2",,"3","1","2",,"6",,"50235001","183.791498389215",NULL,NULL
"5023550","1","2","592","1","1","2","48","1","5",,,"1",,,,,,,"2",,"4","3",,"1","6",,"50235502","226.658475943174","1",NULL
"5023550","2","2","592","2","2","2","18","3","5",,,"1",,,,,,,"2",,"10","1","1",,"6",,"50235502","226.658475943174",NULL,NULL
"5023583","1","1","592","1","1","2","65","1","3",,,"1",,,,,,,"3",,"9","3",,"9","5",,"50235831","106.457396249219","3","1"
"5023583","2","1","592","2","2","2","47","3","3",,,"1",,,,,,,"3",,"1","1","1",,"5",,"50235831","106.457396249219",NULL,NULL
"5023583","3","1","592","3","3","1","37","3","5",,,"1",,,,,,,"3",,"1","1","1",,"5",,"50235831","106.457396249219",NULL,NULL
"5023583","4","1","592","4","4","1","38","3","4",,,"1",,,,,,,"3",,"1","1","1",,"5",,"50235831","106.457396249219",NULL,NULL
"5023583","5","1","592","5","2","2","10","4","5",,,"1",,,,,,,"1","4",,"2",,"1","5",,"50235831","106.457396249219",NULL,NULL
"5023586","1","1","592","1","1","2","51","1","5",,,"2","7","2","86","86320","1","7","3",,"1","2",,"2","1","999_01","50235861","131.704442144238","2","1"
"5023586","2","1","592","2","1","2","14","3","5",,,"2","7","2","86","86320","1","9","2",,"2","1","1",,"6",,"50235861","131.704442144238",NULL,NULL
"5023586","3","1","592","3","3","2","18","3","1","1","4","2","7","2","86","86320","1","7","2",,"2","1","1",,"6",,"50235861","131.704442144238",NULL,NULL
"5023586","4","1","592","4","4","1","26","6","1","1","3","1",,,,,,,"3",,"4","2",,"2","6",,"50235861","131.704442144238",NULL,NULL
"5023586","5","1","592","5","3","2","0","4",,,,"1",,,,,,,"1","4",,"1","3",,"6",,"50235861","131.704442144238",NULL,NULL
"5023640","1","1","592","1","1","2","44","1","5",,,"1",,,,,,,"2",,"9","2",,"10","6",,"50236401","87.5171605961649","3",NULL
"5023640","2","1","592","2","2","1","23","3","5",,,"1",,,,,,,"2",,"9","2",,"4","5",,"50236401","87.5171605961649",NULL,NULL
"5023640","3","1","592","3","1","1","11","3","5",,,"1",,,,,,,"2",,"10","1","1",,"5",,"50236401","87.5171605961649",NULL,NULL
"5023640","4","1","592","4","1","2","9","3",,,,"1",,,,,,,"2",,"10","1","1",,"6",,"50236401","87.5171605961649",NULL,NULL
"5023656","1","1","592","1","1","2","43","1","5",,,"1",,,,,,,"2",,"2","2",,"9","6",,"50236561","67.2655267027222","1",NULL
"5023656","2","1","592","2","1","2","12","3","5",,,"1",,,,,,,"2",,"4","1","1",,"6",,"50236561","67.2655267027222",NULL,NULL
"5023679","1","1","592","1","1","2","86","1","3",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50236791","443.811793458823","3","1"
"5023679","2","1","592","2","2","2","57","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50236791","443.811793458823",NULL,NULL
"5023679","3","1","592","3","3","2","55","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50236791","443.811793458823",NULL,NULL
"5023679","4","1","592","4","4","2","53","3","4",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50236791","443.811793458823",NULL,NULL
"5023679","5","1","592","5","5","2","21","4","5",,,"1",,,,,,,"2",,"10","1","4",,"6",,"50236791","443.811793458823",NULL,NULL
"5023694","1","1","592","1","1","2","33","1","3",,,"2","2","2","52","52258","2","2","2",,"1","2",,"1","1","340_01","50236941","1029.75663291444","2",NULL
"5023694","2","1","592","2","2","2","13","3","5",,,"2","2","2","52","52258","2","2","3",,"1","1","1",,"1","340_01","50236941","1029.75663291444",NULL,NULL
"5023694","3","1","592","3","3","2","11","3","5",,,"2","2","2","52","52258","2","2","3",,"1","1","1",,"1","340_01","50236941","1029.75663291444",NULL,NULL
"5023694","4","1","592","4","4","2","22","9","5",,,"2","2","2","52","52258","2","2","2",,"1","2",,"1","1","340_01","50236941","1029.75663291444",NULL,NULL
"5023719","1","1","592","1","1","2","78","1","3",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50237191","443.811793458823","1",NULL
"5023719","2","1","592","2","2","2","53","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50237191","443.811793458823",NULL,NULL
"5023727","1","1","592","1","1","2","56","1","3",,,"1",,,,,,,"3",,"9","2",,"1","1","999_01","50237271","400.483891605954","1",NULL
"5023727","2","1","592","2","2","1","36","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50237271","400.483891605954",NULL,NULL
"5023740","1","1","592","1","1","2","37","1","5",,,"1",,,,,,,"2",,"10","3",,"10","6",,"50237401","239.419587543674","2",NULL
"5023740","2","1","592","2","1","2","13","3","5",,,"1",,,,,,,"2",,"4","1","1",,"6",,"50237401","239.419587543674",NULL,NULL
"5023740","3","1","592","3","1","2","10","3","5",,,"1",,,,,,,"2",,"10","1","1",,"6",,"50237401","239.419587543674",NULL,NULL
"5023740","4","1","592","4","4","2","47","7","5",,,"1",,,,,,,"3",,"10","3",,"10","6",,"50237401","239.419587543674",NULL,NULL
"5023763","1","1","592","1","1","2","63","1","3",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50237631","502.665277941279","1",NULL
"5023763","2","1","592","2","2","1","40","3","5",,,"1",,,,,,,"2",,"1","1","1",,"6",,"50237631","502.665277941279",NULL,NULL
"5023785","1","1","592","1","1","2","73","1","3",,,"2","7","2","19","19110","2","6","3",,"9","3",,"9","6",,"50237851","300.506252660071","1",NULL
"5023785","2","1","592","2","2","2","37","3","5",,,"2","7","2","19","19110","2","9","3",,"9","1","1",,"6",,"50237851","300.506252660071",NULL,NULL
"5023798","1","1","592","1","1","2","42","1","3",,,"1",,,,,,,"3",,"10","2",,"9","6",,"50237981","567.177505147492","4",NULL
"5023798","2","1","592","2","2","1","21","3","5",,,"1",,,,,,,"3",,"4","1","1",,"6",,"50237981","567.177505147492",NULL,NULL
"5023798","3","1","592","3","1","2","17","3","5",,,"1",,,,,,,"3",,"4","1","1",,"6",,"50237981","567.177505147492",NULL,NULL
"5023798","4","1","592","4","1","1","15","3","5",,,"1",,,,,,,"3",,"4","1","1",,"6",,"50237981","567.177505147492",NULL,NULL
"5023798","5","1","592","5","1","2","12","3","5",,,"1",,,,,,,"3",,"4","1","1",,"6",,"50237981","567.177505147492",NULL,NULL
"5023819","1","1","592","1","1","2","70","1","3",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50238191","300.506252660071","1",NULL
"5023819","2","1","592","2","2","1","49","3","4",,,"1",,,,,,,"3",,"10","1","1",,"6",,"50238191","300.506252660071",NULL,NULL
"5023819","3","1","592","3","1","2","63","7","5",,,"1",,,,,,,"3",,"9","3",,"9","6",,"50238191","300.506252660071",NULL,NULL
"5023821","1","1","592","1","1","2","83","1","3",,,"2","40","2","52","52687","2","8","3",,"1","3",,"1","6",,"50238211","581.470849000747","2",NULL
"5023821","2","1","592","2","2","1","62","3","5",,,"2","40","2","52","52687","2","8","3",,"10","1","1",,"6",,"50238211","581.470849000747",NULL,NULL
"5023821","3","1","592","3","3","1","45","3","4",,,"2","10","2","76","76377","2","1","3",,"10","1","1",,"6",,"50238211","581.470849000747",NULL,NULL
"5023822","1","1","592","1","1","2","83","1","3",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50238221","117.592342412008","1",NULL
"5023822","2","1","592","2","2","2","53","3","4",,,"2","4","2","11","11001","1","1","3",,"1","1","1",,"6",,"50238221","117.592342412008",NULL,NULL
"5023829","1","1","592","1","1","2","69","1","3",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50238291","251.638827245634","1","3"
"5023829","2","1","592","2","2","2","37","3","4",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50238291","251.638827245634",NULL,NULL
"5023829","3","1","592","3","2","1","8","4",,,,"1",,,,,,,"2",,"10","1","2",,"6",,"50238291","251.638827245634",NULL,NULL
"5023829","4","1","592","4","2","2","5","4",,,,"1",,,,,,,"2",,"2","1","2",,"6",,"50238291","251.638827245634",NULL,NULL
"5023829","5","1","592","5","5","1","32","4","4",,,"1",,,,,,,"2",,"1","2",,"10","6",,"50238291","251.638827245634",NULL,NULL
"5023853","1","1","592","1","1","2","55","1","3",,,"1",,,,,,,"3",,"2","3",,"1","6",,"50238531","183.204265283028","1",NULL
"5023853","2","1","592","2","2","1","27","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50238531","183.204265283028",NULL,NULL
"5023862","1","1","592","1","1","2","68","1","5",,,"1",,,,,,,"3",,"9","2",,"1","6",,"50238621","178.312174929727","1","1"
"5023862","2","1","592","2","2","2","42","3","5",,,"2","15","2","11","11001","1","8","2",,"10","1","1",,"6",,"50238621","178.312174929727",NULL,NULL
"5023862","3","1","592","3","2","2","5","4",,,,"1",,,,,,,"2",,"3","1","2",,"6",,"50238621","178.312174929727",NULL,NULL
"5023938","1","1","592","1","1","2","65","1","3",,,"1",,,,,,,"3",,"1","3",,"9","6",,"50239381","185.520737848844","1","1"
"5023938","2","1","592","2","2","2","20","3","1","1","3","1",,,,,,,"3",,"1","1","1",,"1","500_01","50239381","185.520737848844",NULL,NULL
"5023938","3","1","592","3","3","1","24","8","1","1","2","1",,,,,,,"2",,"1","2",,"1","1","500_01","50239381","185.520737848844",NULL,NULL
"5023938","4","1","592","4","2","2","0","4",,,,"1",,,,,,,"1","3",,"1","2",,"1","500_01","50239381","185.520737848844",NULL,NULL
"5023959","1","2","592","1","1","2","55","1","5",,,"1",,,,,,,"3",,"3","2",,"3","6",,"50239592","2872.78258812196","2","1"
"5023959","2","2","592","2","2","1","27","3","5",,,"1",,,,,,,"2",,"4","1","1",,"6",,"50239592","2872.78258812196",NULL,NULL
"5023959","3","2","592","3","3","2","20","3","5",,,"1",,,,,,,"2",,"4","1","1",,"6",,"50239592","2872.78258812196",NULL,NULL
"5023959","4","2","592","4","4","1","4","4",,,,"1",,,,,,,"2",,"9","1","3",,"6",,"50239592","2872.78258812196",NULL,NULL
"5023962","1","1","592","1","1","2","55","1","3",,,"1",,,,,,,"2",,"9","3",,"9","6",,"50239621","97.2458264290401","1",NULL
"5023962","2","1","592","2","2","1","32","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50239621","97.2458264290401",NULL,NULL
"5024002","1","1","592","1","1","2","70","1","3",,,"2","53","2","25","25875","2","5","3",,"10","3",,"10","6",,"50240021","1080.48624116711","1","2"
"5024002","2","1","592","2","2","2","36","3","2","1","3","1",,,,,,,"3",,"2","1","1",,"6",,"50240021","1080.48624116711",NULL,NULL
"5024002","3","1","592","3","3","1","28","8","2","1","2","1",,,,,,,"2",,"10","2",,"2","6",,"50240021","1080.48624116711",NULL,NULL
"5024002","4","1","592","4","4","1","16","4","5",,,"1",,,,,,,"2",,"10","1","2",,"6",,"50240021","1080.48624116711",NULL,NULL
"5024002","5","1","592","5","5","2","7","4",,,,"1",,,,,,,"1","3",,"1","2",,"6",,"50240021","1080.48624116711",NULL,NULL
"5024041","1","1","592","1","1","2","73","1","3",,,"1",,,,,,,"3",,"2","3",,"2","6",,"50240411","76.3945431556722","1",NULL
"5024041","2","1","592","2","2","1","46","3","4",,,"2","20","2","76","76520","1","9","3",,"4","1","1",,"6",,"50240411","76.3945431556722",NULL,NULL
"5024049","1","1","592","1","1","2","39","1","3",,,"2","8","2","19","19075","2","3","3",,"2","2",,"1","6",,"50240491","935.850927820684","2",NULL
"5024049","2","1","592","2","2","2","18","3","5",,,"2","8","2","19","19075","2","3","3",,"4","1","1",,"6",,"50240491","935.850927820684",NULL,NULL
"5024049","3","1","592","3","3","1","15","3","5",,,"2","8","2","19","19075","2","3","3",,"4","1","1",,"6",,"50240491","935.850927820684",NULL,NULL
"5024060","1","1","592","1","1","2","75","1","5",,,"1",,,,,,,"2",,"10","2",,"10","6",,"50240601","2539.24113722343","1",NULL
"5024060","2","1","592","2","2","1","51","3","5",,,"1",,,,,,,"2",,"10","1","1",,"6",,"50240601","2539.24113722343",NULL,NULL
"5024073","1","1","592","1","1","2","88","1","3",,,"1",,,,,,,"3",,"10","3",,"10","6",,"50240731","1530.69989610491","1",NULL
"5024073","2","1","592","2","2","2","62","3","5",,,"1",,,,,,,"3",,"10","1","1",,"6",,"50240731","1530.69989610491",NULL,NULL
"5024076","1","1","592","1","1","2","85","1","3",,,"1",,,,,,,"2",,"10","2",,"10","6",,"50240761","313.830878785898","2",NULL
"5024076","2","1","592","2","2","2","70","3","5",,,"1",,,,,,,"2",,"10","1","1",,"6",,"50240761","313.830878785898",NULL,NULL
"5024076","3","1","592","3","3","2","61","3","3",,,"1",,,,,,,"2",,"10","1","1",,"6",,"50240761","313.830878785898",NULL,NULL
"5024079","1","1","592","1","1","2","56","1","3",,,"1",,,,,,,"3",,"10","3",,"10","6",,"50240791","2793.47126485977","1",NULL
"5024079","2","1","592","2","2","1","32","3","5",,,"1",,,,,,,"3",,"10","1","1",,"6",,"50240791","2793.47126485977",NULL,NULL
"5024079","3","1","592","3","3","1","48","7","4",,,"2","0","2","5","5579","1","1","3",,"10","3",,"10","6",,"50240791","2793.47126485977",NULL,NULL
"5024093","1","1","592","1","1","2","37","1","5",,,"1",,,,,,,"2",,"10","2",,"10","6",,"50240931","2992.34890636815","2",NULL
"5024093","2","1","592","2","2","2","20","3","5",,,"1",,,,,,,"2",,"10","1","1",,"6",,"50240931","2992.34890636815",NULL,NULL
"5024093","3","1","592","3","3","1","7","3",,,,"1",,,,,,,"2",,"10","1","1",,"6",,"50240931","2992.34890636815",NULL,NULL
"5024096","1","1","592","1","1","2","56","1","5",,,"1",,,,,,,"2",,"10","2",,"10","6",,"50240961","2793.47126485977","2",NULL
"5024096","2","1","592","2","2","1","33","3","5",,,"1",,,,,,,"2",,"10","1","1",,"6",,"50240961","2793.47126485977",NULL,NULL
"5024096","3","1","592","3","3","1","25","3","5",,,"1",,,,,,,"2",,"10","1","1",,"6",,"50240961","2793.47126485977",NULL,NULL
"5024119","1","1","592","1","1","2","56","1","3",,,"1",,,,,,,"3",,"1","3",,"1","6",,"50241191","301.41069375193","2","3"
"5024119","2","1","592","2","2","2","37","3","5",,,"1",,,,,,,"3",,"3","1","1",,"6",,"50241191","301.41069375193",NULL,NULL
"5024119","3","1","592","3","2","1","13","4","5",,,"1",,,,,,,"2",,"4","1","2",,"6",,"50241191","301.41069375193",NULL,NULL
"5024119","4","1","592","4","4","2","26","3","5",,,"1",,,,,,,"3",,"1","1","1",,"6",,"50241191","301.41069375193",NULL,NULL
